1:FourPixel,
0.0322399,1.8,1.78567,0,1.01512,0,1.42933,0.360628,1.42945,1.78567,1.01512,1.42933,1.42945,1.78591,1.01359,1.15236,1.8,1.74364,1.01334,1.154,1.42945,1.8,1.154,1.42945,5.31536e-11,1.154,1.42945,1.8,1.15236,1.42945,5.1465e-11,1.15236,1.42945,1.8,1.42933,1.42945,4.32626e-07,1.42933,1.42945,1.8,1.42933,1.42945,4.3261e-07,1.42933,1.01334,4.02085e-11,1.74364,1.01334,1.01359,4.02082e-11,1.78591,1.01359,1.01512,4.02067e-11,1.78567,1.01512,1.01512,4.02067e-11,1.78567,1.01512,-1.7205e-11,1.20111e-09,-1.63462e-13,2.70949e-11,-1.00064e-07,
0.0323,1.8,1.8425,0,1.01451,0,1.42478,0,1.42485,1.8425,1.01451,1.42478,1.42485,1.8427,1.013,1.15027,1.8,1.80045,1.01275,1.15156,1.42485,1.8,1.15156,1.42485,5.12273e-11,1.15156,1.42485,1.8,1.15027,1.42485,4.9943e-11,1.15027,1.42485,1.8,1.42478,1.42485,3.79144e-07,1.42478,1.42485,1.8,1.42478,1.42485,3.79154e-07,1.42478,1.01275,4.02091e-11,1.80045,1.01275,1.013,4.02088e-11,1.8427,1.013,1.01451,4.02073e-11,1.8425,1.01451,1.01451,4.02073e-11,1.8425,1.01451,1.39372e-11,4.4392e-10,1.03395e-13,2.54792e-11,-1.10998e-07,
0.0323124,1.8,1.85285,0,1.0144,0,1.42656,0,1.42664,1.85285,1.0144,1.42656,1.42664,1.85304,1.01288,1.14993,1.8,1.8118,1.01263,1.15117,1.42664,1.8,1.15117,1.42664,5.10141e-11,1.15117,1.42664,1.8,1.14993,1.42664,4.97944e-11,1.14993,1.42664,1.8,1.42656,1.42664,4.02846e-07,1.42656,1.42664,1.8,1.42656,1.42664,4.0285e-07,1.42656,1.01263,4.02092e-11,1.8118,1.01263,1.01288,4.02089e-11,1.85304,1.01288,1.0144,4.02074e-11,1.85285,1.0144,1.0144,4.02074e-11,1.85285,1.0144,1.72425e-12,2.05222e-11,7.25432e-14,2.35917e-11,-1.06598e-07,
0.0323371,1.8,1.87137,0,1.01417,0,1.42699,0,1.42707,1.87137,1.01417,1.42699,1.42707,1.87152,1.01263,1.1492,1.8,1.83405,1.01239,1.15034,1.42707,1.8,1.15034,1.42707,5.0467e-11,1.15034,1.42707,1.8,1.1492,1.42707,4.93546e-11,1.1492,1.42707,1.8,1.42699,1.42707,4.10907e-07,1.42699,1.42707,1.8,1.42699,1.42707,4.10904e-07,1.42699,1.01239,4.02094e-11,1.83405,1.01239,1.01263,4.02092e-11,1.87152,1.01263,1.01417,4.02076e-11,1.87137,1.01417,1.01417,4.02076e-11,1.87137,1.01417,-2.13358e-12,-1.55844e-11,-3.53972e-13,1.93709e-11,-1.05591e-07,
0.0323865,1.8,1.89321,0,1.01368,0,1.42636,0,1.42644,1.89321,1.01368,1.42636,1.42644,1.89327,1.01215,1.14819,1.8,1.87113,1.01191,1.14911,1.42644,1.8,1.14911,1.42644,4.97241e-11,1.14911,1.42644,1.8,1.14819,1.42644,4.88194e-11,1.14819,1.42644,1.8,1.42636,1.42644,4.07517e-07,1.42636,1.42644,1.8,1.42636,1.42644,4.07519e-07,1.42636,1.01191,4.02099e-11,1.87113,1.01191,1.01215,4.02096e-11,1.89327,1.01215,1.01368,4.02081e-11,1.89321,1.01368,1.01368,4.02081e-11,1.89321,1.01368,1.05422e-12,1.19688e-11,1.09467e-13,8.96663e-12,-1.07064e-07,
0.0324853,1.8,1.90124,0,1.01273,0,1.42628,0,1.42636,1.90124,1.01273,1.42628,1.42636,1.90123,1.01119,1.14671,1.8,1.90097,1.01095,1.14729,1.42636,1.8,1.14729,1.42636,4.88655e-11,1.14729,1.42636,1.8,1.14671,1.42636,4.82611e-11,1.14671,1.42636,1.8,1.42628,1.42636,4.16294e-07,1.42628,1.42636,1.8,1.42628,1.42636,4.16293e-07,1.42628,1.01095,4.02108e-11,1.90097,1.01095,1.01119,4.02106e-11,1.90123,1.01119,1.01273,4.02091e-11,1.90124,1.01273,1.01273,4.02091e-11,1.90124,1.01273,-1.54272e-12,-1.22847e-11,-2.92158e-13,-2.02907e-12,-1.07259e-07,
0.0326829,1.8,1.89875,0,1.01081,0,1.42507,0,1.42515,1.89875,1.01081,1.42507,1.42515,1.89876,1.00927,1.14475,1.8,1.89953,1.00904,1.14493,1.42515,1.8,1.14493,1.42515,4.81584e-11,1.14493,1.42515,1.8,1.14475,1.42515,4.78771e-11,1.14475,1.42515,1.8,1.42507,1.42515,4.20057e-07,1.42507,1.42515,1.8,1.42507,1.42515,4.20058e-07,1.42507,1.00904,4.02127e-11,1.89953,1.00904,1.00927,4.02125e-11,1.89876,1.00927,1.01081,4.0211e-11,1.89875,1.01081,1.01081,4.0211e-11,1.89875,1.01081,1.06072e-12,1.0525e-11,1.40706e-13,8.54503e-13,-1.10187e-07,
0.0330781,1.8,1.90108,0,1.00698,0,1.42363,0,1.42372,1.90108,1.00698,1.42363,1.42372,1.90106,1.00544,1.14182,1.8,1.90012,1.00522,1.14182,1.42372,1.8,1.14182,1.42372,4.80172e-11,1.14182,1.42372,1.8,1.14182,1.42372,4.79077e-11,1.14182,1.42372,1.8,1.42363,1.42372,4.41072e-07,1.42363,1.42372,1.8,1.42363,1.42372,4.41071e-07,1.42363,1.00522,4.02165e-11,1.90012,1.00522,1.00544,4.02163e-11,1.90106,1.00544,1.00698,4.02148e-11,1.90108,1.00698,1.00698,4.02148e-11,1.90108,1.00698,-1.38071e-12,-1.15695e-11,-2.76301e-13,-1.23545e-12,-1.13764e-07,
0.0333,1.8,1.89957,0,1.00483,0,1.42235,1.56125e-14,1.42244,1.89957,1.00483,1.42235,1.42244,1.89957,1.00329,1.14023,1.8,1.89953,1.00308,1.14023,1.42244,1.8,1.14023,1.42244,4.80776e-11,1.14023,1.42244,1.8,1.14023,1.42244,4.7952e-11,1.14023,1.42244,1.8,1.42235,1.42244,4.46725e-07,1.42235,1.42244,1.8,1.42235,1.42244,4.46726e-07,1.42235,1.00308,4.02187e-11,1.89953,1.00308,1.00329,4.02185e-11,1.89957,1.00329,1.00483,4.02169e-11,1.89957,1.00483,1.00483,4.02169e-11,1.89957,1.00483,1.01522e-12,9.93001e-12,1.30162e-13,3.70631e-13,-1.1707e-07,
0.0333205,1.8,1.8996,0,1.00463,0,1.42251,0.123077,1.4226,1.8996,1.00463,1.42251,1.4226,1.8996,1.00309,1.14005,1.8,1.89958,1.00289,1.14008,1.4226,1.8,1.14008,1.4226,4.80891e-11,1.14008,1.4226,1.8,1.14005,1.4226,4.79535e-11,1.14005,1.4226,1.8,1.42251,1.4226,4.51196e-07,1.42251,1.4226,1.8,1.42251,1.4226,4.51197e-07,1.42251,1.00289,4.02189e-11,1.89958,1.00289,1.00309,4.02187e-11,1.8996,1.00309,1.00463,4.02171e-11,1.8996,1.00463,1.00463,4.02171e-11,1.8996,1.00463,1.00555e-14,-8.32032e-10,-7.02909e-14,-2.27474e-13,-1.1665e-07,
0.0333615,1.8,1.8996,0,1.00424,0,1.42235,0.369232,1.42248,1.8996,1.00424,1.42235,1.42249,1.8996,1.00269,1.13973,1.8,1.89958,1.00249,1.13978,1.42249,1.8,1.13978,1.42249,4.80936e-11,1.13978,1.42249,1.8,1.13973,1.42248,4.79444e-11,1.13973,1.42249,1.8,1.42235,1.42248,4.53361e-07,1.42235,1.42249,1.8,1.42235,1.42248,4.53361e-07,1.42235,1.00249,4.02193e-11,1.89958,1.00249,1.00269,4.02191e-11,1.8996,1.00269,1.00424,4.02175e-11,1.8996,1.00424,1.00424,4.02175e-11,1.8996,1.00424,-2.98668e-13,-8.35645e-10,-4.73425e-14,9.86688e-14,-1.16949e-07,
0.0334436,1.8,1.89958,0,1.00344,0,1.42119,0.861541,1.42306,1.89958,1.00344,1.42119,1.42306,1.89958,1.0019,1.13914,1.8,1.8996,1.0017,1.13919,1.42306,1.8,1.13919,1.42306,4.81082e-11,1.13919,1.42306,1.8,1.13914,1.42306,4.79564e-11,1.13914,1.42306,1.8,1.42119,1.42306,4.45433e-07,1.42119,1.42306,1.8,1.42119,1.42306,4.45433e-07,1.42119,1.0017,4.02201e-11,1.8996,1.0017,1.0019,4.02199e-11,1.89958,1.0019,1.00344,4.02183e-11,1.89958,1.00344,1.00344,4.02183e-11,1.89958,1.00344,3.088e-13,-7.94073e-10,-3.31471e-14,1.4201e-13,-1.15426e-07,
0.0334585,1.8,1.8996,0,1.00327,0,1.41765,0.951128,1.42673,1.8996,1.00327,1.41765,1.42673,1.8996,1.00175,1.13902,1.8,1.89956,1.00155,1.13909,1.42673,1.8,1.13909,1.42673,4.81057e-11,1.13909,1.42673,1.8,1.13902,1.42673,4.79595e-11,1.13902,1.42673,1.8,1.41765,1.42673,3.98963e-07,1.41764,1.42673,1.8,1.41765,1.42673,3.98967e-07,1.41765,1.00155,4.02202e-11,1.89956,1.00155,1.00175,4.022e-11,1.8996,1.00175,1.00327,4.02185e-11,1.8996,1.00327,1.00327,4.02185e-11,1.8996,1.00327,3.50482e-12,-4.74765e-10,2.8199e-14,-7.74881e-14,-1.06271e-07,
0.0334884,1.8,1.89962,0,1.00264,0,1.35838,1.1303,1.46639,1.89962,1.00264,1.35837,1.46638,1.89962,1.00146,1.13879,1.8,1.89951,1.00126,1.13887,1.46638,1.8,1.13887,1.46638,4.81074e-11,1.13887,1.46639,1.8,1.13879,1.46639,4.79532e-11,1.13879,1.46638,1.8,1.35838,1.46638,5.36454e-08,1.35837,1.46639,1.8,1.35838,1.46639,5.36629e-08,1.35838,1.00126,4.02205e-11,1.89951,1.00126,1.00146,4.02203e-11,1.89962,1.00146,1.00264,4.02191e-11,1.89962,1.00264,1.00264,4.02191e-11,1.89962,1.00264,3.52498e-11,-1.7692e-10,-1.16231e-14,-5.62893e-13,-4.27275e-08,
0.0335481,1.8,1.89964,0,1.00142,0,1.23809,1.48865,1.55236,1.89964,1.00142,1.23808,1.55233,1.89964,1.00088,1.13836,1.8,1.89954,1.00068,1.13844,1.55233,1.8,1.13844,1.55233,4.81238e-11,1.13844,1.55236,1.8,1.13836,1.55236,4.79603e-11,1.13836,1.55233,1.8,1.23808,1.55233,8.11703e-10,1.23808,1.55236,1.8,1.23809,1.55236,8.11849e-10,1.23809,1.00068,4.02211e-11,1.89954,1.00068,1.00088,4.02209e-11,1.89964,1.00088,1.00142,4.02203e-11,1.89964,1.00142,1.00142,4.02203e-11,1.89964,1.00142,6.89736e-12,-4.71057e-10,-7.3889e-14,-8.37519e-13,-5.39423e-09,
0.0336,1.8,1.89963,0,1.00066,0,1.19104,1.8,1.57172,1.89963,1.00066,1.19105,1.57168,1.8997,1.00038,1.13799,1.8,1.89953,1.00018,1.13808,1.57168,1.8,1.13808,1.57168,4.81359e-11,1.13808,1.57172,1.8,1.13799,1.57172,4.79753e-11,1.13799,1.57168,1.8,1.19105,1.57168,1.77289e-10,1.19105,1.57172,1.8,1.19104,1.57172,1.77267e-10,1.19104,1.00018,4.02216e-11,1.89953,1.00018,1.00038,4.02214e-11,1.8997,1.00038,1.00066,4.02211e-11,1.89963,1.00066,1.00066,4.02211e-11,1.89963,1.00066,4.0087e-12,-2.20197e-10,-5.77235e-14,2.5172e-13,-3.18868e-09,
0.0336081,1.8,1.89962,0,1.00054,0,1.18388,1.8,1.57387,1.89962,1.00054,1.18388,1.57384,1.89976,1.0003,1.13792,1.8,1.89943,1.00011,1.13802,1.57384,1.8,1.13802,1.57384,4.81131e-11,1.13802,1.57387,1.8,1.13792,1.57387,4.79855e-11,1.13792,1.57384,1.8,1.18388,1.57384,1.38756e-10,1.18388,1.57387,1.8,1.18388,1.57387,1.38742e-10,1.18388,1.00011,4.02217e-11,1.89943,1.00011,1.0003,4.02215e-11,1.89976,1.0003,1.00054,4.02212e-11,1.89962,1.00054,1.00054,4.02212e-11,1.89962,1.00054,3.81533e-12,-8.18262e-12,-4.62174e-14,1.0005e-12,-3.24641e-09,
0.0336243,1.8,1.8996,0,1.00032,0,1.17236,1.8,1.57796,1.8996,1.00032,1.17237,1.57793,1.89984,1.00015,1.13779,1.8,1.89934,0.999953,1.13791,1.57793,1.8,1.13791,1.57793,4.81355e-11,1.13791,1.57796,1.8,1.13779,1.57796,4.79903e-11,1.13779,1.57793,1.8,1.17237,1.57793,1.00212e-10,1.17237,1.57796,1.8,1.17236,1.57796,1.002e-10,1.17236,0.999953,4.02218e-11,1.89934,0.999953,1.00015,4.02216e-11,1.89984,1.00015,1.00032,4.02214e-11,1.8996,1.00032,1.00032,4.02214e-11,1.8996,1.00032,3.39471e-12,-3.79941e-12,-3.58693e-14,1.3528e-12,-2.93479e-09,
0.0336567,1.8,1.89959,0,0.999924,0,1.16014,1.8,1.58509,1.89959,0.999924,1.16014,1.58506,1.89983,0.999832,1.13756,1.8,1.89931,0.999641,1.13768,1.58506,1.8,1.13768,1.58506,4.81593e-11,1.13768,1.58509,1.8,1.13756,1.58509,4.79846e-11,1.13756,1.58506,1.8,1.16014,1.58506,7.20045e-11,1.16014,1.58509,1.8,1.16014,1.58509,7.20021e-11,1.16014,0.999641,4.02221e-11,1.89931,0.999641,0.999832,4.02219e-11,1.89983,0.999832,0.999924,4.02218e-11,1.89959,0.999924,0.999924,4.02218e-11,1.89959,0.999924,2.86954e-12,-4.54302e-14,-8.26181e-14,8.41418e-13,-2.46007e-09,
0.0337215,1.8,1.89964,0,0.999237,0,1.14867,1.8,1.59645,1.89964,0.999237,1.14867,1.59642,1.89977,0.999205,1.13712,1.8,1.89947,0.999017,1.13723,1.59642,1.8,1.13723,1.59642,4.81878e-11,1.13723,1.59645,1.8,1.13712,1.59645,4.80094e-11,1.13712,1.59642,1.8,1.14867,1.59642,5.89362e-11,1.14867,1.59645,1.8,1.14867,1.59645,5.89356e-11,1.14867,0.999017,4.02227e-11,1.89947,0.999017,0.999205,4.02226e-11,1.89977,0.999205,0.999237,4.02225e-11,1.89964,0.999237,0.999237,4.02225e-11,1.89964,0.999237,2.08394e-12,3.57981e-13,-2.7503e-14,-1.44194e-12,-1.85874e-09,
0.0338512,1.8,1.89962,0,0.997938,0,1.13932,1.8,1.61263,1.89962,0.997938,1.13932,1.6126,1.89957,0.997952,1.13625,1.8,1.8997,0.997769,1.13634,1.6126,1.8,1.13634,1.6126,4.82509e-11,1.13634,1.61263,1.8,1.13625,1.61263,4.80793e-11,1.13625,1.6126,1.8,1.13932,1.6126,5.05747e-11,1.13932,1.61263,1.8,1.13932,1.61263,5.05742e-11,1.13932,0.997769,4.0224e-11,1.8997,0.997769,0.997952,4.02238e-11,1.89957,0.997952,0.997938,4.02238e-11,1.89962,0.997938,0.997938,4.02238e-11,1.89962,0.997938,1.40055e-12,1.33343e-12,-6.69544e-14,8.83489e-13,-1.24764e-09,
0.034,1.8,1.89964,0,0.996487,0,1.13613,1.8,1.62536,1.89964,0.996487,1.13613,1.62533,1.89967,0.996515,1.13535,1.8,1.89961,0.996338,1.13534,1.62533,1.8,1.13534,1.62533,4.83336e-11,1.13534,1.62536,1.8,1.13535,1.62536,4.82264e-11,1.13535,1.62533,1.8,1.13613,1.62533,4.88343e-11,1.13613,1.62536,1.8,1.13613,1.62536,4.88346e-11,1.13613,0.996338,4.02254e-11,1.89961,0.996338,0.996515,4.02253e-11,1.89967,0.996515,0.996487,4.02253e-11,1.89964,0.996487,0.996487,4.02253e-11,1.89964,0.996487,9.64504e-13,5.89863e-13,-9.23882e-15,-1.45184e-12,-9.13943e-10,
0.034018,1.8,1.89965,0,0.996312,0,1.13609,1.8,1.62649,1.89965,0.996312,1.13609,1.62645,1.89963,0.99607,1.08507,1.69213,1.89967,0.995947,1.09478,1.62645,1.8,1.09478,1.62645,3.13664e-11,1.09478,1.62649,1.8,1.08507,1.62649,2.97093e-11,1.08507,1.62645,1.8,1.13609,1.62645,4.89364e-11,1.13609,1.62649,1.8,1.13609,1.62649,4.89365e-11,1.13609,0.995947,4.02258e-11,1.89967,0.995947,0.99607,4.02257e-11,1.89963,0.99607,0.996312,4.02255e-11,1.89965,0.996312,0.996312,4.02255e-11,1.89965,0.996312,3.13147e-10,6.29433e-13,2.05213e-14,-5.07809e-13,-1.07797e-09,
0.0340539,1.8,1.89968,0,0.99596,0,1.13565,1.8,1.62806,1.89968,0.99596,1.13565,1.62803,1.89959,0.996401,1.20962,1.47638,1.89971,0.996189,1.20273,1.62803,1.8,1.20273,1.62803,2.81832e-10,1.20273,1.62806,1.8,1.20962,1.62806,3.4386e-10,1.20962,1.62803,1.8,1.13565,1.62803,4.87949e-11,1.13565,1.62806,1.8,1.13565,1.62806,4.8795e-11,1.13565,0.996189,4.02256e-11,1.89971,0.996189,0.996401,4.02254e-11,1.89959,0.996401,0.99596,4.02258e-11,1.89968,0.99596,0.99596,4.02258e-11,1.89968,0.99596,4.44021e-10,3.15161e-13,1.29132e-13,7.18584e-15,-9.89491e-10,
0.0341259,1.8,1.89967,0,0.995257,0,1.13482,1.8,1.46339,1.89967,0.995257,1.13482,1.46338,1.8996,0.996822,1.41199,1.04489,1.89963,0.996656,1.41187,1.46338,1.8,1.41187,1.46338,3.90615e-07,1.41187,1.46339,1.8,1.41199,1.46339,3.9058e-07,1.41199,1.46338,1.8,1.13482,1.46338,4.85759e-11,1.13482,1.46339,1.8,1.13482,1.46339,4.85759e-11,1.13482,0.996656,4.02251e-11,1.89963,0.996656,0.996822,4.02249e-11,1.8996,0.996822,0.995257,4.02265e-11,1.89967,0.995257,0.995257,4.02265e-11,1.89967,0.995257,2.00108e-10,-6.78623e-11,1.33866e-13,1.84092e-13,-4.6466e-08,
0.0342142,1.8,1.89967,0,0.9944,0,1.13385,1.8,1.41223,1.89967,0.9944,1.13385,1.41217,1.89966,0.995974,1.41206,0.514779,1.89955,0.995813,1.412,1.41217,1.8,1.412,1.41217,4.00739e-07,1.412,1.41223,1.8,1.41206,1.41223,3.99909e-07,1.41206,1.41217,1.8,1.13385,1.41217,4.8339e-11,1.13385,1.41223,1.8,1.13385,1.41223,4.83389e-11,1.13385,0.995813,4.0226e-11,1.89955,0.995813,0.995974,4.02258e-11,1.89966,0.995974,0.9944,4.02274e-11,1.89967,0.9944,0.9944,4.02274e-11,1.89967,0.9944,1.08674e-09,5.05005e-11,-2.33085e-13,-6.26333e-13,-1.46681e-07,
0.0343,1.8,1.89966,0,0.993567,0,1.13311,1.8,1.42346,1.89966,0.993567,1.13311,1.42337,1.89963,0.995234,1.42335,0,1.89965,0.995067,1.42326,1.42337,1.8,1.42326,1.42337,5.86104e-07,1.42326,1.42346,1.8,1.42335,1.42346,5.85316e-07,1.42335,1.42337,1.8,1.13311,1.42337,4.82596e-11,1.13311,1.42346,1.8,1.13311,1.42346,4.82596e-11,1.13311,0.995067,4.02267e-11,1.89965,0.995067,0.995234,4.02265e-11,1.89963,0.995234,0.993567,4.02282e-11,1.89966,0.993567,0.993567,4.02282e-11,1.89966,0.993567,6.17332e-10,-4.69537e-11,5.83978e-14,-1.81977e-13,-1.14693e-07,
0.0343092,1.8,1.89969,0,0.993476,0,1.13304,1.8,1.41897,1.89969,0.993476,1.13304,1.4189,1.89965,0.995115,1.41888,0,1.8997,0.994949,1.4188,1.4189,1.8,1.4188,1.41889,5.09883e-07,1.4188,1.41897,1.8,1.41888,1.41897,5.09057e-07,1.41888,1.4189,1.8,1.13304,1.4189,4.82485e-11,1.13304,1.41897,1.8,1.13304,1.41897,4.82485e-11,1.13304,0.994949,4.02268e-11,1.8997,0.994949,0.995115,4.02267e-11,1.89965,0.995115,0.993476,4.02283e-11,1.89969,0.993476,0.993476,4.02283e-11,1.89969,0.993476,-6.91344e-11,-7.27645e-12,-1.5191e-13,-3.32605e-13,-1.26606e-07,
0.0343276,1.8,1.89972,0,0.993294,0,1.13289,1.8,1.41747,1.89972,0.993294,1.13289,1.41739,1.89966,0.994926,1.41737,0,1.89975,0.994763,1.4173,1.41739,1.8,1.4173,1.41739,4.88162e-07,1.4173,1.41747,1.8,1.41737,1.41747,4.87339e-07,1.41737,1.41739,1.8,1.13289,1.41739,4.82177e-11,1.13289,1.41747,1.8,1.13289,1.41747,4.82177e-11,1.13289,0.994763,4.0227e-11,1.89975,0.994763,0.994926,4.02269e-11,1.89966,0.994926,0.993294,4.02285e-11,1.89972,0.993294,0.993294,4.02285e-11,1.89972,0.993294,4.59197e-11,4.12072e-12,-1.42547e-13,-1.62073e-13,-1.30833e-07,
0.0343643,1.8,1.89975,0,0.992933,0,1.13258,1.8,1.41835,1.89975,0.992933,1.13258,1.41828,1.89965,0.994572,1.41826,0,1.89977,0.994418,1.41818,1.41828,1.8,1.41819,1.41828,5.06586e-07,1.41818,1.41835,1.8,1.41826,1.41835,5.05814e-07,1.41826,1.41828,1.8,1.13258,1.41828,4.81978e-11,1.13258,1.41835,1.8,1.13258,1.41835,4.81977e-11,1.13258,0.994418,4.02274e-11,1.89977,0.994418,0.994572,4.02272e-11,1.89965,0.994572,0.992933,4.02289e-11,1.89975,0.992933,0.992933,4.02289e-11,1.89975,0.992933,-3.90804e-11,-3.98191e-12,-8.7572e-14,-1.23137e-13,-1.28335e-07,
0.0344379,1.8,1.89969,0,0.992216,0,1.13199,1.8,1.41712,1.89969,0.992216,1.13199,1.41706,1.89964,0.993843,1.41702,0,1.89975,0.993702,1.41696,1.41706,1.8,1.41696,1.41705,4.95802e-07,1.41696,1.41712,1.8,1.41702,1.41712,4.9508e-07,1.41702,1.41706,1.8,1.13199,1.41706,4.8183e-11,1.13199,1.41712,1.8,1.13199,1.41712,4.8183e-11,1.13199,0.993702,4.02281e-11,1.89975,0.993702,0.993843,4.02279e-11,1.89964,0.993843,0.992216,4.02296e-11,1.89969,0.992216,0.992216,4.02296e-11,1.89969,0.992216,3.43323e-11,3.2042e-12,6.02629e-14,-1.65657e-13,-1.3184e-07,
0.034585,1.8,1.8996,0,0.990799,0,1.13087,1.8,1.4173,1.8996,0.990799,1.13087,1.41724,1.89964,0.992432,1.4172,0,1.8996,0.992297,1.41714,1.41724,1.8,1.41714,1.41724,5.16438e-07,1.41714,1.4173,1.8,1.4172,1.4173,5.15742e-07,1.4172,1.41724,1.8,1.13087,1.41724,4.81751e-11,1.13087,1.4173,1.8,1.13087,1.4173,4.8175e-11,1.13087,0.992297,4.02295e-11,1.8996,0.992297,0.992432,4.02294e-11,1.89964,0.992432,0.990799,4.0231e-11,1.8996,0.990799,0.990799,4.0231e-11,1.8996,0.990799,-3.39821e-11,-3.40313e-12,-1.66219e-13,-4.04375e-13,-1.31346e-07,
0.0348791,1.8,1.89964,0,0.987965,0,1.12883,1.8,1.41522,1.89964,0.987965,1.12883,1.41516,1.89962,0.989596,1.41512,0,1.89966,0.989473,1.41506,1.41516,1.8,1.41506,1.41516,5.18288e-07,1.41506,1.41522,1.8,1.41512,1.41522,5.17632e-07,1.41512,1.41516,1.8,1.12883,1.41516,4.83089e-11,1.12883,1.41522,1.8,1.12883,1.41522,4.83087e-11,1.12883,0.989473,4.02323e-11,1.89966,0.989473,0.989596,4.02322e-11,1.89962,0.989596,0.987965,4.02339e-11,1.89964,0.987965,0.987965,4.02339e-11,1.89964,0.987965,3.19722e-11,2.99669e-12,6.20102e-14,-1.32842e-13,-1.37494e-07,
0.0353,1.8,1.89961,0,0.983914,0,1.12578,1.8,1.41411,1.89961,0.983914,1.12578,1.41406,1.89964,0.985555,1.414,1.56125e-14,1.8996,0.985449,1.41395,1.41406,1.8,1.41395,1.41406,5.52809e-07,1.41395,1.41411,1.8,1.414,1.41411,5.52225e-07,1.414,1.41406,1.8,1.12578,1.41406,4.8377e-11,1.12578,1.41411,1.8,1.12578,1.41411,4.83768e-11,1.12578,0.985449,4.02364e-11,1.8996,0.985449,0.985555,4.02363e-11,1.89964,0.985555,0.983914,4.02379e-11,1.89961,0.983914,0.983914,4.02379e-11,1.89961,0.983914,-3.27204e-11,-3.27695e-12,-1.65164e-13,-3.5564e-13,-1.40928e-07,
0.03533,1.8,1.8996,0,0.983625,0,1.12556,1.8,1.41375,1.8996,0.983624,1.12556,1.4137,1.89963,0.985265,1.41362,0.18,1.89956,0.98516,1.41357,1.4137,1.8,1.41357,1.4137,5.50043e-07,1.41357,1.41375,1.8,1.41362,1.41374,5.49461e-07,1.41362,1.4137,1.8,1.12556,1.4137,4.84867e-11,1.12556,1.41375,1.8,1.12556,1.41375,4.84864e-11,1.12556,0.98516,4.02367e-11,1.89956,0.98516,0.985265,4.02366e-11,1.89963,0.985265,0.983624,4.02382e-11,1.8996,0.983624,0.983625,4.02382e-11,1.8996,0.983625,-8.34954e-10,-2.84041e-13,-4.24037e-14,4.71556e-14,-1.42038e-07,
