1:FourPixel,
0.0363948,1.8,1.8216,0,1.42741e-07,1.8,0.367926,1.8,1.64764,1.8216,1.42741e-07,0.367926,1.64761,1.8216,1.42741e-07,0.367926,1.8,1.82323,1.42888e-07,0.367823,1.64761,1.8,0.367823,1.64761,7.22696e-11,0.367823,1.64764,1.8,0.367926,1.64764,7.24467e-11,0.367926,1.64761,1.8,0.367926,1.64761,7.2446e-11,0.367926,1.64764,1.8,0.367926,1.64764,7.24467e-11,0.367926,1.42566e-07,3.21117e-10,1.82323,1.43208e-07,1.4242e-07,3.20788e-10,1.8216,1.43062e-07,1.4242e-07,3.20788e-10,1.8216,1.43062e-07,1.4242e-07,3.20788e-10,1.8216,1.43062e-07,5.12196e-13,5.08775e-13,-1.57119e-15,-1.00669e-12,-7.42433e-10,
0.0365032,1.8,1.81327,0,1.42038e-07,1.8,0.36789,1.8,1.6518,1.81327,1.42038e-07,0.36789,1.65177,1.81327,1.42038e-07,0.36789,1.8,1.815,1.41988e-07,0.368008,1.65177,1.8,0.368008,1.65177,7.256e-11,0.368008,1.6518,1.8,0.36789,1.6518,7.23635e-11,0.36789,1.65177,1.8,0.36789,1.65177,7.23627e-11,0.36789,1.6518,1.8,0.36789,1.6518,7.23635e-11,0.36789,1.41669e-07,3.19091e-10,1.815,1.42307e-07,1.41718e-07,3.19203e-10,1.81327,1.42357e-07,1.41718e-07,3.19203e-10,1.81327,1.42357e-07,1.41718e-07,3.19203e-10,1.81327,1.42357e-07,6.29097e-13,6.04595e-13,1.57022e-15,-3.20507e-12,-6.88621e-10,
0.0367199,1.8,1.80074,0,1.40799e-07,1.8,0.368152,1.8,1.65899,1.80074,1.40799e-07,0.368152,1.65896,1.80074,1.40799e-07,0.368152,1.8,1.80228,1.40965e-07,0.367521,1.65896,1.8,0.367521,1.65896,7.17579e-11,0.367521,1.65899,1.8,0.368152,1.65899,7.2825e-11,0.368152,1.65896,1.8,0.368152,1.65896,7.28239e-11,0.368152,1.65899,1.8,0.368152,1.65899,7.2825e-11,0.368152,1.40648e-07,3.16796e-10,1.80228,1.41281e-07,1.40482e-07,3.16423e-10,1.80074,1.41116e-07,1.40483e-07,3.16423e-10,1.80074,1.41116e-07,1.40483e-07,3.16423e-10,1.80074,1.41116e-07,4.81478e-13,4.23918e-13,-1.57162e-15,7.0464e-13,-6.17324e-10,
0.0371533,1.8,1.78547,0,1.39783e-07,1.8,0.368595,1.8,1.67033,1.78547,1.39783e-07,0.368594,1.6703,1.78547,1.39783e-07,0.368595,1.8,1.78713,1.39992e-07,0.368852,1.6703,1.8,0.368852,1.6703,7.38523e-11,0.368852,1.67033,1.8,0.368595,1.67033,7.35657e-11,0.368595,1.6703,1.8,0.368594,1.6703,7.35639e-11,0.368594,1.67033,1.8,0.368595,1.67033,7.35657e-11,0.368595,1.39677e-07,3.14605e-10,1.78713,1.40306e-07,1.39469e-07,3.14137e-10,1.78547,1.40097e-07,1.39469e-07,3.14137e-10,1.78547,1.40097e-07,1.39469e-07,3.14137e-10,1.78547,1.40097e-07,3.40038e-13,3.69593e-13,1.57065e-15,-2.63669e-12,-5.17758e-10,
0.0373,1.8,1.78197,0,1.3937e-07,1.8,0.368626,1.8,1.67347,1.78197,1.3937e-07,0.368625,1.67344,1.78197,1.3937e-07,0.368626,1.8,1.78362,1.39335e-07,0.368632,1.67344,1.8,0.368632,1.67344,7.36213e-11,0.368632,1.67347,1.8,0.368626,1.67347,7.36249e-11,0.368626,1.67344,1.8,0.368625,1.67344,7.36228e-11,0.368625,1.67347,1.8,0.368626,1.67347,7.36249e-11,0.368626,1.39022e-07,3.13133e-10,1.78362,1.39649e-07,1.39056e-07,3.13211e-10,1.78197,1.39683e-07,1.39056e-07,3.13211e-10,1.78197,1.39683e-07,1.39056e-07,3.13211e-10,1.78197,1.39683e-07,2.68954e-13,2.6273e-13,-1.5711e-15,1.32245e-12,-5.02048e-10,
0.0373255,1.8,1.78117,0,-1.76186e-07,1.64716,0.368675,1.8,1.67399,1.78117,-1.76186e-07,0.368674,1.67396,1.78117,-1.76186e-07,0.368675,1.8,1.78275,-1.7597e-07,0.368639,1.67396,1.8,0.368639,1.67396,7.36467e-11,0.368639,1.67399,1.8,0.368675,1.67399,7.37086e-11,0.368675,1.67396,1.8,0.368674,1.67396,7.37065e-11,0.368674,1.67399,1.8,0.368675,1.67399,7.37086e-11,0.368675,-1.76284e-07,-1.145e-09,1.78275,-1.75657e-07,-1.765e-07,-1.14532e-09,1.78117,-1.75873e-07,-1.765e-07,-1.14532e-09,1.78117,-1.75873e-07,-1.765e-07,-1.14532e-09,1.78117,-1.75873e-07,3.11558e-13,3.22997e-13,8.62121e-10,8.9181e-13,-4.97749e-10,
0.0373764,1.8,1.77958,0,-2.46344e-07,1.34148,0.368704,1.8,1.67501,1.77958,-2.46344e-07,0.368703,1.67498,1.77958,-2.46344e-07,0.368704,1.8,1.78104,-2.46121e-07,0.368593,1.67498,1.8,0.368593,1.67498,7.35677e-11,0.368593,1.67501,1.8,0.368704,1.67501,7.37575e-11,0.368704,1.67498,1.8,0.368703,1.67498,7.37554e-11,0.368703,1.67501,1.8,0.368704,1.67501,7.37576e-11,0.368704,-2.46435e-07,-1.14542e-09,1.78104,-2.45808e-07,-2.46657e-07,-1.1458e-09,1.77958,-2.46031e-07,-2.46657e-07,-1.1458e-09,1.77958,-2.46031e-07,-2.46657e-07,-1.1458e-09,1.77958,-2.46031e-07,2.83409e-13,2.91627e-13,8.62819e-10,1.07427e-12,-4.91401e-10,
0.0374783,1.8,1.77761,0,-6.7187e-07,0.730109,0.36877,1.8,1.67697,1.77761,-6.7187e-07,0.368768,1.67694,1.77761,-6.7187e-07,0.36877,1.8,1.77811,-6.71483e-07,0.368581,1.67694,1.8,0.368581,1.67694,7.35468e-11,0.368581,1.67697,1.8,0.36877,1.67697,7.38707e-11,0.36877,1.67694,1.8,0.368768,1.67694,7.38683e-11,0.368768,1.67697,1.8,0.36877,1.67697,7.38707e-11,0.36877,-6.71796e-07,-1.14556e-09,1.77811,-6.7117e-07,-6.72183e-07,-1.1458e-09,1.77761,-6.71557e-07,-6.72183e-07,-1.1458e-09,1.77761,-6.71557e-07,-6.72182e-07,-1.1458e-09,1.77761,-6.71557e-07,2.55503e-13,2.52509e-13,8.64151e-10,-1.58431e-12,-4.76514e-10,
0.0376,1.8,1.7864,0,0.00154944,0,0.369911,1.8,1.67919,1.7864,0.00154944,0.36991,1.67916,1.7864,0.00154944,0.369911,1.8,1.78639,0.00154707,0.369603,1.67916,1.8,0.369603,1.67916,7.45152e-11,0.369603,1.67919,1.8,0.369911,1.67919,7.50357e-11,0.369911,1.67916,1.8,0.36991,1.67916,7.50332e-11,0.36991,1.67919,1.8,0.369911,1.67919,7.50357e-11,0.369911,0.00154707,-1.89317e-11,1.78639,0.00154707,0.00154944,-1.89313e-11,1.7864,0.00154944,0.00154944,-1.89313e-11,1.7864,0.00154944,0.00154944,-1.89313e-11,1.7864,0.00154944,5.19845e-13,5.36134e-13,2.48571e-10,1.18915e-11,-4.35243e-10,
0.0376152,1.8,1.78948,0,0.00194675,0,0.369792,1.8,1.67946,1.78948,0.00194675,0.369791,1.67942,1.78948,0.00194675,0.369792,1.8,1.7893,0.00194305,0.36942,1.67942,1.8,0.36942,1.67942,7.38138e-11,0.36942,1.67946,1.8,0.369792,1.67946,7.44324e-11,0.369792,1.67942,1.8,0.369791,1.67942,7.44298e-11,0.369791,1.67946,1.8,0.369792,1.67946,7.44324e-11,0.369792,0.00194305,3.60087e-12,1.7893,0.00194305,0.00194675,3.60276e-12,1.78948,0.00194675,0.00194675,3.60276e-12,1.78948,0.00194675,0.00194675,3.60276e-12,1.78948,0.00194675,9.83367e-13,1.03071e-12,1.42209e-13,1.21042e-11,-4.26066e-10,
0.0376456,1.8,1.79668,0,0.00270197,0,0.369807,1.8,1.67998,1.79668,0.00270197,0.369805,1.67995,1.79668,0.00270197,0.369807,1.8,1.7961,0.00269621,0.369382,1.67995,1.8,0.369382,1.67995,7.23837e-11,0.369382,1.67998,1.8,0.369807,1.67998,7.30735e-11,0.369807,1.67995,1.8,0.369805,1.67995,7.30709e-11,0.369805,1.67998,1.8,0.369807,1.67998,7.30735e-11,0.369807,0.00269621,4.93181e-12,1.7961,0.00269621,0.00270197,4.93547e-12,1.79668,0.00270197,0.00270197,4.93547e-12,1.79668,0.00270197,0.00270197,4.93548e-12,1.79668,0.00270197,9.22617e-13,9.85178e-13,1.28148e-13,1.33917e-11,-4.1182e-10,
0.0377063,1.8,1.81426,0,0.00407175,0,0.37035,1.8,1.68102,1.81426,0.00407175,0.370348,1.68099,1.81426,0.00407175,0.37035,1.8,1.81277,0.00405496,0.370188,1.68099,1.8,0.370188,1.68099,7.20387e-11,0.370188,1.68102,1.8,0.37035,1.68102,7.16751e-11,0.37035,1.68099,1.8,0.370348,1.68099,7.16724e-11,0.370348,1.68102,1.8,0.37035,1.68102,7.16751e-11,0.37035,0.00405496,7.24319e-12,1.81277,0.00405496,0.00407175,7.2619e-12,1.81426,0.00407175,0.00407175,7.2619e-12,1.81426,0.00407175,0.00407175,7.2619e-12,1.81426,0.00407175,8.43972e-13,8.09402e-13,1.16699e-13,6.69541e-12,-3.97054e-10,
0.0378279,1.8,1.84835,0,0.00653362,0,0.373923,1.8,1.68302,1.84835,0.00653362,0.373921,1.68298,1.84835,0.00653362,0.373923,1.8,1.84584,0.00650872,0.373479,1.68298,1.8,0.373479,1.68298,7.37437e-11,0.373479,1.68302,1.8,0.373923,1.68302,7.50038e-11,0.373923,1.68298,1.8,0.373921,1.68298,7.50007e-11,0.373921,1.68302,1.8,0.373923,1.68302,7.50038e-11,0.373923,0.00650872,1.11293e-11,1.84584,0.00650872,0.00653362,1.11539e-11,1.84835,0.00653362,0.00653362,1.11539e-11,1.84835,0.00653362,0.00653362,1.11539e-11,1.84835,0.00653362,4.07012e-13,4.73413e-13,1.03583e-13,9.96727e-12,-3.75827e-10,
0.0380709,1.8,1.87992,0,0.0107328,0,0.377106,1.8,1.68671,1.87992,0.0107328,0.377104,1.68668,1.87992,0.0107328,0.377106,1.8,1.87894,0.0107012,0.377104,1.68668,1.8,0.377104,1.68668,7.43307e-11,0.377104,1.68671,1.8,0.377106,1.68671,7.37249e-11,0.377106,1.68668,1.8,0.377104,1.68668,7.37213e-11,0.377104,1.68671,1.8,0.377106,1.68671,7.37249e-11,0.377106,0.0107012,1.6941e-11,1.87894,0.0107012,0.0107328,1.69624e-11,1.87992,0.0107328,0.0107328,1.69624e-11,1.87992,0.0107328,0.0107328,1.69624e-11,1.87992,0.0107328,6.1057e-13,6.12408e-13,8.43533e-14,-1.66532e-12,-3.35569e-10,
0.0385571,1.8,1.88519,0,0.0170993,0,0.383342,1.8,1.69317,1.88519,0.0170993,0.383339,1.69313,1.88519,0.0170993,0.383342,1.8,1.88559,0.017062,0.382945,1.69313,1.8,0.382945,1.69313,7.50587e-11,0.382945,1.69317,1.8,0.383342,1.69317,7.62669e-11,0.383342,1.69313,1.8,0.383339,1.69313,7.62623e-11,0.383339,1.69317,1.8,0.383342,1.69317,7.62668e-11,0.383342,0.017062,2.39401e-11,1.88559,0.017062,0.0170993,2.39521e-11,1.88519,0.0170993,0.0170993,2.39521e-11,1.88519,0.0170993,0.0170993,2.39521e-11,1.88519,0.0170993,1.00826e-13,1.03642e-13,5.80039e-14,3.04638e-12,-2.87108e-10,
0.0395293,1.8,1.8903,0,0.0252342,0,0.390299,1.8,1.70348,1.8903,0.0252342,0.390295,1.70345,1.8903,0.0252342,0.390299,1.8,1.89004,0.0252037,0.390301,1.70345,1.8,0.390301,1.70345,7.648e-11,0.390301,1.70348,1.8,0.390299,1.70348,7.5866e-11,0.390299,1.70345,1.8,0.390295,1.70345,7.5859e-11,0.390295,1.70348,1.8,0.390299,1.70348,7.5866e-11,0.390299,0.0252037,3.01924e-11,1.89004,0.0252037,0.0252342,3.0186e-11,1.8903,0.0252342,0.0252342,3.0186e-11,1.8903,0.0252342,0.0252342,3.0186e-11,1.8903,0.0252342,4.07952e-13,3.98607e-13,3.30645e-14,-2.29168e-12,-2.30541e-10,
0.0407293,1.8,1.89205,0,0.0309934,0,0.396509,1.8,1.71307,1.89205,0.0309934,0.396504,1.71303,1.89205,0.0309934,0.396509,1.8,1.89227,0.0309708,0.396272,1.71303,1.8,0.396272,1.71303,7.85738e-11,0.396272,1.71307,1.8,0.396509,1.71307,7.95531e-11,0.396509,1.71303,1.8,0.396504,1.71303,7.95428e-11,0.396504,1.71307,1.8,0.396509,1.71307,7.95532e-11,0.396509,0.0309708,3.319e-11,1.89227,0.0309708,0.0309934,3.31753e-11,1.89205,0.0309934,0.0309934,3.31753e-11,1.89205,0.0309934,0.0309934,3.31753e-11,1.89205,0.0309934,-3.11567e-14,-1.97609e-14,1.91793e-14,2.64893e-12,-1.94043e-10,
0.0419293,1.8,1.89349,0,0.0344789,0,0.400195,1.8,1.72046,1.89349,0.0344789,0.400188,1.72042,1.89349,0.0344789,0.400195,1.8,1.89333,0.0344683,0.400202,1.72042,1.8,0.400202,1.72042,8.08652e-11,0.400202,1.72046,1.8,0.400195,1.72046,8.02537e-11,0.400195,1.72042,1.8,0.400188,1.72042,8.02398e-11,0.400188,1.72046,1.8,0.400195,1.72046,8.02537e-11,0.400195,0.0344683,3.46198e-11,1.89333,0.0344683,0.0344789,3.46019e-11,1.89349,0.0344789,0.0344789,3.46019e-11,1.89349,0.0344789,0.0344789,3.46019e-11,1.89349,0.0344789,3.02524e-13,2.87852e-13,1.24548e-14,-2.42268e-12,-1.71956e-10,
0.0431293,1.8,1.89377,0,0.0367703,0,0.403506,1.8,1.7264,1.89377,0.0367703,0.403497,1.72636,1.89377,0.0367703,0.403506,1.8,1.89393,0.0367681,0.403346,1.72636,1.8,0.403346,1.72636,8.32008e-11,0.403346,1.7264,1.8,0.403506,1.7264,8.40813e-11,0.403506,1.72636,1.8,0.403497,1.72636,8.40633e-11,0.403497,1.7264,1.8,0.403506,1.7264,8.40812e-11,0.403506,0.0367681,3.53435e-11,1.89393,0.0367681,0.0367703,3.53219e-11,1.89377,0.0367703,0.0367703,3.53219e-11,1.89377,0.0367703,0.0367703,3.53219e-11,1.89377,0.0367703,-8.43321e-14,-6.77823e-14,8.34302e-15,2.54696e-12,-1.58319e-10,
0.0443293,1.8,1.89441,0,0.0383553,0,0.405741,1.8,1.7313,1.89441,0.0383553,0.405731,1.73126,1.89441,0.0383553,0.405741,1.8,1.89426,0.0383623,0.405745,1.73126,1.8,0.405745,1.73126,8.57493e-11,0.405745,1.7313,1.8,0.405741,1.7313,8.51777e-11,0.405741,1.73126,1.8,0.405731,1.73126,8.5156e-11,0.405731,1.7313,1.8,0.405741,1.7313,8.51776e-11,0.405741,0.0383623,3.58037e-11,1.89426,0.0383623,0.0383553,3.57796e-11,1.89441,0.0383553,0.0383553,3.57796e-11,1.89441,0.0383553,0.0383553,3.57796e-11,1.89441,0.0383553,2.56367e-13,2.37939e-13,6.05078e-15,-2.44655e-12,-1.48262e-10,
0.0455293,1.8,1.8944,0,0.0394758,0,0.407911,1.8,1.73539,1.8944,0.0394758,0.407899,1.73535,1.8944,0.0394758,0.407911,1.8,1.89454,0.0394894,0.407804,1.73535,1.8,0.407804,1.73535,8.8032e-11,0.407804,1.73539,1.8,0.407911,1.73539,8.88585e-11,0.407911,1.73535,1.8,0.407899,1.73535,8.88332e-11,0.407899,1.73539,1.8,0.407911,1.73539,8.88585e-11,0.407911,0.0394894,3.61066e-11,1.89454,0.0394894,0.0394758,3.60809e-11,1.8944,0.0394758,0.0394758,3.60809e-11,1.8944,0.0394758,0.0394758,3.60809e-11,1.8944,0.0394758,-1.08427e-13,-8.87526e-14,4.12482e-15,2.50236e-12,-1.41304e-10,
0.0467293,1.8,1.8948,0,0.0402768,0,0.409452,1.8,1.73885,1.8948,0.0402768,0.40944,1.73882,1.8948,0.0402768,0.409452,1.8,1.89469,0.0403081,0.409452,1.73882,1.8,0.409452,1.73882,9.04227e-11,0.409452,1.73885,1.8,0.409452,1.73885,8.99905e-11,0.409452,1.73882,1.8,0.40944,1.73882,8.99618e-11,0.40944,1.73885,1.8,0.409452,1.73885,8.99905e-11,0.409452,0.0403081,3.63147e-11,1.89469,0.0403081,0.0402768,3.6285e-11,1.8948,0.0402768,0.0402768,3.6285e-11,1.8948,0.0402768,0.0402768,3.6285e-11,1.8948,0.0402768,2.29082e-13,2.08177e-13,3.17879e-15,-2.44917e-12,-1.3568e-10,
0.0479293,1.8,1.89471,0,0.0408576,0,0.410983,1.8,1.7418,1.89471,0.0408576,0.41097,1.74176,1.89471,0.0408576,0.410983,1.8,1.89483,0.040891,0.410924,1.74176,1.8,0.410924,1.74176,9.27226e-11,0.410924,1.7418,1.8,0.410983,1.7418,9.34151e-11,0.410983,1.74176,1.8,0.41097,1.74176,9.33832e-11,0.41097,1.7418,1.8,0.410983,1.7418,9.34151e-11,0.410983,0.040891,3.64571e-11,1.89483,0.040891,0.0408576,3.64271e-11,1.89471,0.0408576,0.0408576,3.64271e-11,1.89471,0.0408576,0.0408576,3.64271e-11,1.89471,0.0408576,-1.2315e-13,-1.01575e-13,2.09287e-15,2.47515e-12,-1.31669e-10,
0.0491293,1.8,1.89498,0,0.0412865,0,0.412091,1.8,1.74432,1.89498,0.0412865,0.412077,1.74428,1.89498,0.0412865,0.412091,1.8,1.89489,0.0413107,0.412105,1.74428,1.8,0.412105,1.74428,9.48845e-11,0.412105,1.74432,1.8,0.412091,1.74432,9.43379e-11,0.412091,1.74428,1.8,0.412077,1.74428,9.43034e-11,0.412077,1.74432,1.8,0.412091,1.74432,9.43378e-11,0.412091,0.0413107,3.65565e-11,1.89489,0.0413107,0.0412865,3.6529e-11,1.89498,0.0412865,0.0412865,3.6529e-11,1.89498,0.0412865,0.0412865,3.6529e-11,1.89498,0.0412865,2.10499e-13,1.88084e-13,1.77549e-15,-2.44508e-12,-1.28233e-10,
0.0503293,1.8,1.89488,0,0.0415952,0,0.413233,1.8,1.74647,1.89488,0.0415952,0.413219,1.74643,1.89488,0.0415952,0.413233,1.8,1.89497,0.0416158,0.413179,1.74643,1.8,0.413179,1.74643,9.68745e-11,0.413179,1.74647,1.8,0.413233,1.74647,9.75746e-11,0.413233,1.74643,1.8,0.413219,1.74643,9.75379e-11,0.413219,1.74647,1.8,0.413233,1.74647,9.75746e-11,0.413233,0.0416158,3.66273e-11,1.89497,0.0416158,0.0415952,3.66009e-11,1.89488,0.0415952,0.0415952,3.66009e-11,1.89488,0.0415952,0.0415952,3.66009e-11,1.89488,0.0415952,-1.3278e-13,-1.09602e-13,1.01553e-15,2.45683e-12,-1.25729e-10,
0.0515293,1.8,1.89507,0,0.0418187,0,0.414039,1.8,1.74832,1.89507,0.0418186,0.414024,1.74828,1.89507,0.0418186,0.414039,1.8,1.895,0.0418486,0.414027,1.74828,1.8,0.414027,1.74828,9.86349e-11,0.414027,1.74832,1.8,0.414039,1.74832,9.82301e-11,0.414039,1.74828,1.8,0.414024,1.74828,9.81916e-11,0.414024,1.74832,1.8,0.414039,1.74832,9.82301e-11,0.414039,0.0418486,3.66805e-11,1.895,0.0418486,0.0418186,3.6652e-11,1.89507,0.0418186,0.0418186,3.6652e-11,1.89507,0.0418186,0.0418187,3.6652e-11,1.89507,0.0418187,1.96636e-13,1.72976e-13,1.03207e-15,-2.43925e-12,-1.23522e-10,
0.0527293,1.8,1.89497,0,0.041981,0,0.414895,1.8,1.7499,1.89497,0.041981,0.41488,1.74987,1.89497,0.041981,0.414895,1.8,1.89505,0.0420296,0.414837,1.74987,1.8,0.414837,1.74987,1.00295e-10,0.414837,1.7499,1.8,0.414895,1.7499,1.01119e-10,0.414895,1.74987,1.8,0.41488,1.74987,1.01079e-10,0.41488,1.7499,1.8,0.414895,1.7499,1.01119e-10,0.414895,0.0420296,3.67214e-11,1.89505,0.0420296,0.041981,3.66888e-11,1.89497,0.041981,0.041981,3.66888e-11,1.89497,0.041981,0.041981,3.66888e-11,1.89497,0.041981,-1.39019e-13,-1.14844e-13,4.82174e-16,2.44412e-12,-1.21905e-10,
0.0539293,1.8,1.89511,0,0.0421056,0,0.415453,1.8,1.75127,1.89511,0.0421056,0.415438,1.75123,1.89511,0.0421056,0.415453,1.8,1.89506,0.0421544,0.415482,1.75123,1.8,0.415482,1.75123,1.01944e-10,0.415482,1.75127,1.8,0.415453,1.75127,1.01393e-10,0.415453,1.75123,1.8,0.415438,1.75123,1.01352e-10,0.415438,1.75127,1.8,0.415453,1.75127,1.01393e-10,0.415453,0.0421544,3.67493e-11,1.89506,0.0421544,0.0421056,3.67168e-11,1.89511,0.0421056,0.0421056,3.67168e-11,1.89511,0.0421056,0.0421056,3.67168e-11,1.89511,0.0421056,1.85897e-13,1.60734e-13,6.4861e-16,-2.43317e-12,-1.2041e-10,
0.0551293,1.8,1.89502,0,0.0422031,0,0.416106,1.8,1.75244,1.89502,0.0422031,0.416092,1.7524,1.89502,0.0422031,0.416106,1.8,1.89509,0.0422384,0.416077,1.7524,1.8,0.416077,1.7524,1.03285e-10,0.416077,1.75244,1.8,0.416106,1.75244,1.03947e-10,0.416106,1.7524,1.8,0.416092,1.7524,1.03905e-10,0.416092,1.75244,1.8,0.416106,1.75244,1.03947e-10,0.416106,0.0422384,3.6768e-11,1.89509,0.0422384,0.0422031,3.67386e-11,1.89502,0.0422031,0.0422031,3.67386e-11,1.89502,0.0422031,0.0422031,3.67386e-11,1.89502,0.0422031,-1.43196e-13,-1.17363e-13,-3.07868e-16,2.44923e-12,-1.19351e-10,
0.0563293,1.8,1.89513,0,0.0422798,0,0.41652,1.8,1.75344,1.89513,0.0422798,0.416505,1.75341,1.89513,0.0422798,0.41652,1.8,1.89509,0.0423093,0.416529,1.75341,1.8,0.416529,1.75341,1.04466e-10,0.416529,1.75344,1.8,0.41652,1.75344,1.0395e-10,0.41652,1.75341,1.8,0.416505,1.75341,1.03908e-10,0.416505,1.75344,1.8,0.41652,1.75344,1.0395e-10,0.41652,0.0423093,3.67837e-11,1.89509,0.0423093,0.0422798,3.67555e-11,1.89513,0.0422798,0.0422798,3.67555e-11,1.89513,0.0422798,0.0422798,3.67555e-11,1.89513,0.0422798,1.77505e-13,1.51236e-13,8.05215e-16,-2.44197e-12,-1.18295e-10,
0.0575293,1.8,1.89505,0,0.0423414,0,0.417021,1.8,1.7543,1.89505,0.0423414,0.417006,1.75427,1.89505,0.0423414,0.417021,1.8,1.89511,0.0423692,0.416984,1.75427,1.8,0.416984,1.75427,1.05512e-10,0.416984,1.7543,1.8,0.417021,1.7543,1.06197e-10,0.417021,1.75427,1.8,0.417006,1.75427,1.06156e-10,0.417006,1.7543,1.8,0.417021,1.7543,1.06197e-10,0.417021,0.0423692,3.67969e-11,1.89511,0.0423692,0.0423414,3.67691e-11,1.89505,0.0423414,0.0423414,3.67691e-11,1.89505,0.0423414,0.0423414,3.67691e-11,1.89505,0.0423414,-1.45652e-13,-1.18863e-13,-1.99532e-17,2.44105e-12,-1.17588e-10,
0.0587293,1.8,1.89515,0,0.0423721,0,0.417336,1.8,1.75504,1.89515,0.0423721,0.417322,1.75501,1.89515,0.0423721,0.417336,1.8,1.89511,0.0424053,0.41733,1.75501,1.8,0.41733,1.75501,1.06605e-10,0.41733,1.75504,1.8,0.417336,1.75504,1.06174e-10,0.417336,1.75501,1.8,0.417322,1.75501,1.06132e-10,0.417322,1.75504,1.8,0.417336,1.75504,1.06174e-10,0.417336,0.0424053,3.68048e-11,1.89511,0.0424053,0.0423721,3.67759e-11,1.89515,0.0423721,0.0423721,3.67759e-11,1.89515,0.0423721,0.0423721,3.67759e-11,1.89515,0.0423721,1.7116e-13,1.4403e-13,7.01268e-16,-2.45311e-12,-1.16755e-10,
0.0599293,1.8,1.89507,0,0.0423954,0,0.417677,1.8,1.75567,1.89507,0.0423954,0.417663,1.75564,1.89507,0.0423954,0.417677,1.8,1.89512,0.0424241,0.417659,1.75564,1.8,0.417659,1.75564,1.07403e-10,0.417659,1.75567,1.8,0.417677,1.75567,1.07995e-10,0.417677,1.75564,1.8,0.417663,1.75564,1.07953e-10,0.417663,1.75567,1.8,0.417677,1.75567,1.07995e-10,0.417677,0.0424241,3.68089e-11,1.89512,0.0424241,0.0423954,3.67811e-11,1.89507,0.0423954,0.0423954,3.67811e-11,1.89507,0.0423954,0.0423954,3.67811e-11,1.89507,0.0423954,-1.48112e-13,-1.20847e-13,-4.77924e-16,2.42825e-12,-1.16356e-10,
0.06,1.8,1.89511,0,0.0423967,0,0.417668,1.8,1.7557,1.89511,0.0423967,0.417654,1.75567,1.89511,0.0423967,0.417668,1.8,1.89512,0.0424164,0.417738,1.75567,1.8,0.417738,1.75567,1.08652e-10,0.417738,1.7557,1.8,0.417668,1.7557,1.07087e-10,0.417668,1.75567,1.8,0.417654,1.75567,1.07046e-10,0.417654,1.7557,1.8,0.417668,1.7557,1.07087e-10,0.417668,0.0424164,3.68072e-11,1.89512,0.0424164,0.0423967,3.67813e-11,1.89511,0.0423967,0.0423967,3.67813e-11,1.89511,0.0423967,0.0423967,3.67813e-11,1.89511,0.0423967,1.75793e-13,1.31327e-13,1.32493e-15,-2.4095e-12,-1.16061e-10